date,report_name,report_agency,visits,language
2019-10-15 00:00:00,language,health-human-services,184,mk-mk
2019-10-15 00:00:00,language,health-human-services,175,eu
2019-10-15 00:00:00,language,health-human-services,172,ar-ly
2019-10-15 00:00:00,language,health-human-services,170,en-fi
2019-10-15 00:00:00,language,health-human-services,169,en-mx
2019-10-15 00:00:00,language,health-human-services,163,ta
2019-10-15 00:00:00,language,health-human-services,162,gl
2019-10-15 00:00:00,language,health-human-services,160,en-gh
2019-10-15 00:00:00,language,health-human-services,158,en-as
2019-10-15 00:00:00,language,health-human-services,156,el-cy
2019-10-15 00:00:00,language,health-human-services,153,en-cn
2019-10-15 00:00:00,language,health-human-services,151,fr-tn
2019-10-15 00:00:00,language,health-human-services,146,en-vi
2019-10-15 00:00:00,language,health-human-services,146,ka-ge
2019-10-15 00:00:00,language,health-human-services,143,en-bw
2019-10-15 00:00:00,language,health-human-services,143,en-dk
2019-10-15 00:00:00,language,health-human-services,142,ta-in
2019-10-15 00:00:00,language,health-human-services,139,en-ug
2019-10-15 00:00:00,language,health-human-services,138,fil-ph
2019-10-15 00:00:00,language,health-human-services,138,ru-kz
2019-10-15 00:00:00,language,health-human-services,137,my-mm
2019-10-15 00:00:00,language,health-human-services,128,bn
2019-10-15 00:00:00,language,health-human-services,128,en-029
2019-10-15 00:00:00,language,health-human-services,127,ru-by
2019-10-15 00:00:00,language,health-human-services,126,bn-bd
2019-10-15 00:00:00,language,health-human-services,126,en-eg
2019-10-15 00:00:00,language,health-human-services,121,ar-il
2019-10-15 00:00:00,language,health-human-services,120,ar-dz
2019-10-15 00:00:00,language,health-human-services,119,bs-ba
2019-10-15 00:00:00,language,health-human-services,119,cy
2019-10-15 00:00:00,language,health-human-services,118,ms
2019-10-15 00:00:00,language,health-human-services,117,gl-es
2019-10-15 00:00:00,language,health-human-services,115,en-at
2019-10-15 00:00:00,language,health-human-services,115,eu-es
2019-10-15 00:00:00,language,health-human-services,113,az-az
2019-10-15 00:00:00,language,health-human-services,107,en-mt
2019-10-15 00:00:00,language,health-human-services,105,gu-in
2019-10-14 00:00:00,language,health-human-services,7813280,en-us
2019-10-14 00:00:00,language,health-human-services,1054315,en-gb
2019-10-14 00:00:00,language,health-human-services,773371,es-es
2019-10-14 00:00:00,language,health-human-services,543096,es-419
2019-10-14 00:00:00,language,health-human-services,394163,zh-cn
2019-10-14 00:00:00,language,health-human-services,304816,es-us
2019-10-14 00:00:00,language,health-human-services,151479,es
2019-10-14 00:00:00,language,health-human-services,140976,en-ca
2019-10-14 00:00:00,language,health-human-services,139220,es-xl
2019-10-14 00:00:00,language,health-human-services,138192,en-au
2019-10-14 00:00:00,language,health-human-services,111244,pt-br
2019-10-14 00:00:00,language,health-human-services,103723,it-it
2019-10-14 00:00:00,language,health-human-services,102361,fr-fr
2019-10-14 00:00:00,language,health-human-services,101560,es-mx
2019-10-14 00:00:00,language,health-human-services,82413,ko-kr
2019-10-14 00:00:00,language,health-human-services,80073,de-de
2019-10-14 00:00:00,language,health-human-services,79919,en
2019-10-14 00:00:00,language,health-human-services,72709,zh-tw
2019-10-14 00:00:00,language,health-human-services,64810,ja-jp
2019-10-14 00:00:00,language,health-human-services,63333,en-in
2019-10-14 00:00:00,language,health-human-services,61755,tr-tr
2019-10-14 00:00:00,language,health-human-services,61636,nl-nl
2019-10-14 00:00:00,language,health-human-services,52266,ru-ru
2019-10-14 00:00:00,language,health-human-services,45681,ja
2019-10-14 00:00:00,language,health-human-services,41678,de
2019-10-14 00:00:00,language,health-human-services,37077,fr
2019-10-14 00:00:00,language,health-human-services,31954,es-ar
2019-10-14 00:00:00,language,health-human-services,31823,ar
2019-10-14 00:00:00,language,health-human-services,31231,sv-se
2019-10-14 00:00:00,language,health-human-services,27667,pt-pt
2019-10-14 00:00:00,language,health-human-services,21857,pl-pl
2019-10-14 00:00:00,language,health-human-services,19683,nb-no
2019-10-14 00:00:00,language,health-human-services,19392,en-ph
2019-10-14 00:00:00,language,health-human-services,19332,en-ie
2019-10-14 00:00:00,language,health-human-services,18717,id-id
2019-10-14 00:00:00,language,health-human-services,17932,da-dk
2019-10-14 00:00:00,language,health-human-services,17422,el-gr
2019-10-14 00:00:00,language,health-human-services,17248,en-za
2019-10-14 00:00:00,language,health-human-services,16587,es-cl
2019-10-14 00:00:00,language,health-human-services,16513,es-co
2019-10-14 00:00:00,language,health-human-services,16343,en-sg
2019-10-14 00:00:00,language,health-human-services,15620,th-th
2019-10-14 00:00:00,language,health-human-services,15260,vi-vn
2019-10-14 00:00:00,language,health-human-services,14992,es-pe
2019-10-14 00:00:00,language,health-human-services,11846,fi-fi
2019-10-14 00:00:00,language,health-human-services,10644,ru
2019-10-14 00:00:00,language,health-human-services,9807,hu-hu
2019-10-14 00:00:00,language,health-human-services,9515,id
2019-10-14 00:00:00,language,health-human-services,9164,cs-cz
2019-10-14 00:00:00,language,health-human-services,9077,de-ch
2019-10-14 00:00:00,language,health-human-services,8839,en-nz
2019-10-14 00:00:00,language,health-human-services,8741,ro-ro
2019-10-14 00:00:00,language,health-human-services,8528,pl
2019-10-14 00:00:00,language,health-human-services,8463,nl-be
2019-10-14 00:00:00,language,health-human-services,7867,ca-es
2019-10-14 00:00:00,language,health-human-services,7070,it
2019-10-14 00:00:00,language,health-human-services,6865,de-at
2019-10-14 00:00:00,language,health-human-services,6380,fr-ca
2019-10-14 00:00:00,language,health-human-services,6371,nl
2019-10-14 00:00:00,language,health-human-services,6339,he-il
2019-10-14 00:00:00,language,health-human-services,6140,tr
2019-10-14 00:00:00,language,health-human-services,5857,ar-eg
2019-10-14 00:00:00,language,health-human-services,5654,ar-ae
2019-10-14 00:00:00,language,health-human-services,5094,hr-hr
2019-10-14 00:00:00,language,health-human-services,4956,sk-sk
2019-10-14 00:00:00,language,health-human-services,3975,fr-be
2019-10-14 00:00:00,language,health-human-services,3919,fr-ch
2019-10-14 00:00:00,language,health-human-services,3712,fa-ir
2019-10-14 00:00:00,language,health-human-services,3690,sl-si
2019-10-14 00:00:00,language,health-human-services,3492,es-cr
2019-10-14 00:00:00,language,health-human-services,3491,es-ec
2019-10-14 00:00:00,language,health-human-services,3434,ca
2019-10-14 00:00:00,language,health-human-services,3306,c
2019-10-14 00:00:00,language,health-human-services,3101,zh-hk
2019-10-14 00:00:00,language,health-human-services,2899,es-gt
2019-10-14 00:00:00,language,health-human-services,2861,vi
2019-10-14 00:00:00,language,health-human-services,2743,ko
2019-10-14 00:00:00,language,health-human-services,2692,es-bo
2019-10-14 00:00:00,language,health-human-services,2667,zh
2019-10-14 00:00:00,language,health-human-services,2548,en-my
2019-10-14 00:00:00,language,health-human-services,2453,lt
2019-10-14 00:00:00,language,health-human-services,2442,cs
2019-10-14 00:00:00,language,health-human-services,2381,bg-bg
2019-10-14 00:00:00,language,health-human-services,2373,fa
2019-10-14 00:00:00,language,health-human-services,2189,ar-sa
2019-10-14 00:00:00,language,health-human-services,2122,es-pa
2019-10-14 00:00:00,language,health-human-services,1987,el
2019-10-14 00:00:00,language,health-human-services,1982,th
2019-10-14 00:00:00,language,health-human-services,1934,uk-ua
2019-10-14 00:00:00,language,health-human-services,1927,en-pk
2019-10-14 00:00:00,language,health-human-services,1888,ro
2019-10-14 00:00:00,language,health-human-services,1880,es-ve
2019-10-14 00:00:00,language,health-human-services,1771,sr-rs
2019-10-14 00:00:00,language,health-human-services,1745,es-sv
2019-10-14 00:00:00,language,health-human-services,1560,et-ee
2019-10-14 00:00:00,language,health-human-services,1461,hi-in
2019-10-14 00:00:00,language,health-human-services,1459,es-do
2019-10-14 00:00:00,language,health-human-services,1379,da
2019-10-14 00:00:00,language,health-human-services,1323,sv
2019-10-14 00:00:00,language,health-human-services,1222,lv-lv
2019-10-14 00:00:00,language,health-human-services,1221,lt-lt
2019-10-14 00:00:00,language,health-human-services,1219,sk
2019-10-14 00:00:00,language,health-human-services,1209,es-hn
2019-10-14 00:00:00,language,health-human-services,1180,hi
2019-10-14 00:00:00,language,health-human-services,1160,es-uy
2019-10-14 00:00:00,language,health-human-services,1142,sl
2019-10-14 00:00:00,language,health-human-services,1092,zh-hans-cn
2019-10-14 00:00:00,language,health-human-services,1057,fil
2019-10-14 00:00:00,language,health-human-services,1012,es-py
2019-10-14 00:00:00,language,health-human-services,955,he
2019-10-14 00:00:00,language,health-human-services,918,hr
2019-10-14 00:00:00,language,health-human-services,851,bg
2019-10-14 00:00:00,language,health-human-services,839,hu
2019-10-14 00:00:00,language,health-human-services,827,en-hk
2019-10-14 00:00:00,language,health-human-services,823,ar-jo
2019-10-14 00:00:00,language,health-human-services,807,es-pr
2019-10-14 00:00:00,language,health-human-services,782,fi
2019-10-14 00:00:00,language,health-human-services,771,es-ni
2019-10-14 00:00:00,language,health-human-services,745,sr
2019-10-14 00:00:00,language,health-human-services,739,en-de
2019-10-14 00:00:00,language,health-human-services,710,pt
2019-10-14 00:00:00,language,health-human-services,705,it-ch
2019-10-14 00:00:00,language,health-human-services,608,nb
2019-10-14 00:00:00,language,health-human-services,599,en-id
2019-10-14 00:00:00,language,health-human-services,590,en-nl
2019-10-14 00:00:00,language,health-human-services,527,ar-iq
2019-10-14 00:00:00,language,health-human-services,509,ms-my
2019-10-14 00:00:00,language,health-human-services,458,es-la
2019-10-14 00:00:00,language,health-human-services,433,en-ng
2019-10-14 00:00:00,language,health-human-services,405,en-be
2019-10-14 00:00:00,language,health-human-services,391,en-ke
2019-10-14 00:00:00,language,health-human-services,389,uk
2019-10-14 00:00:00,language,health-human-services,378,en-se
2019-10-14 00:00:00,language,health-human-services,374,is-is
2019-10-14 00:00:00,language,health-human-services,342,ar-sd
2019-10-14 00:00:00,language,health-human-services,336,ar-ye
2019-10-14 00:00:00,language,health-human-services,331,en-pr
2019-10-14 00:00:00,language,health-human-services,319,en-tt
2019-10-14 00:00:00,language,health-human-services,308,en-zw
2019-10-14 00:00:00,language,health-human-services,286,en-zg
2019-10-14 00:00:00,language,health-human-services,283,en-jm
2019-10-14 00:00:00,language,health-human-services,280,en-ch
2019-10-14 00:00:00,language,health-human-services,275,fr-dz
2019-10-14 00:00:00,language,health-human-services,243,ar-om
2019-10-14 00:00:00,language,health-human-services,235,ru-ua
2019-10-14 00:00:00,language,health-human-services,220,ar-sy
2019-10-14 00:00:00,language,health-human-services,216,en-ae
2019-10-14 00:00:00,language,health-human-services,213,mr-in
2019-10-14 00:00:00,language,health-human-services,210,(not set)
2019-10-14 00:00:00,language,health-human-services,196,fr-ma
2019-10-14 00:00:00,language,health-human-services,195,lv
2019-10-14 00:00:00,language,health-human-services,192,en-sd
2019-10-14 00:00:00,language,health-human-services,187,en-gh
2019-10-14 00:00:00,language,health-human-services,180,en-dk
2019-10-14 00:00:00,language,health-human-services,179,es-es_tradnl
2019-10-14 00:00:00,language,health-human-services,179,et
2019-10-14 00:00:00,language,health-human-services,176,en-il
2019-10-14 00:00:00,language,health-human-services,166,ta-in
2019-10-14 00:00:00,language,health-human-services,162,el-cy
2019-10-14 00:00:00,language,health-human-services,162,en-bw
2019-10-14 00:00:00,language,health-human-services,161,az-az
2019-10-14 00:00:00,language,health-human-services,161,en-eg
2019-10-14 00:00:00,language,health-human-services,161,en-fi
2019-10-14 00:00:00,language,health-human-services,160,gl
2019-10-14 00:00:00,language,health-human-services,158,mk-mk
2019-10-14 00:00:00,language,health-human-services,157,en-sa
2019-10-14 00:00:00,language,health-human-services,157,en-zm
2019-10-14 00:00:00,language,health-human-services,154,en-mx
2019-10-14 00:00:00,language,health-human-services,153,ta
2019-10-14 00:00:00,language,health-human-services,152,en-ug
2019-10-14 00:00:00,language,health-human-services,149,ms
2019-10-14 00:00:00,language,health-human-services,148,fil-ph
2019-10-14 00:00:00,language,health-human-services,144,ar-ly
2019-10-14 00:00:00,language,health-human-services,144,es-cu
2019-10-14 00:00:00,language,health-human-services,141,en-as
2019-10-14 00:00:00,language,health-human-services,139,ru-kz
2019-10-14 00:00:00,language,health-human-services,137,eu
2019-10-14 00:00:00,language,health-human-services,137,ru-by
2019-10-14 00:00:00,language,health-human-services,131,en-cn
2019-10-14 00:00:00,language,health-human-services,128,ar-dz
2019-10-14 00:00:00,language,health-human-services,128,fr-tn
2019-10-14 00:00:00,language,health-human-services,128,gl-es
2019-10-14 00:00:00,language,health-human-services,123,bn-bd
2019-10-14 00:00:00,language,health-human-services,122,my-mm
2019-10-14 00:00:00,language,health-human-services,120,en-at
2019-10-14 00:00:00,language,health-human-services,116,ka-ge
2019-10-14 00:00:00,language,health-human-services,114,bs-ba
2019-10-14 00:00:00,language,health-human-services,114,gu-in
2019-10-14 00:00:00,language,health-human-services,112,eu-es
2019-10-14 00:00:00,language,health-human-services,110,bn
2019-10-14 00:00:00,language,health-human-services,109,bn-in
2019-10-14 00:00:00,language,health-human-services,105,ar-il
2019-10-14 00:00:00,language,health-human-services,104,en-lb
2019-10-14 00:00:00,language,health-human-services,101,en-150
2019-10-13 00:00:00,language,health-human-services,5080214,en-us
2019-10-13 00:00:00,language,health-human-services,825225,en-gb
2019-10-13 00:00:00,language,health-human-services,554352,es-es
2019-10-13 00:00:00,language,health-human-services,423198,es-419
2019-10-13 00:00:00,language,health-human-services,303648,zh-cn
2019-10-13 00:00:00,language,health-human-services,250733,es-us
2019-10-13 00:00:00,language,health-human-services,125154,en-au
2019-10-13 00:00:00,language,health-human-services,123549,es
2019-10-13 00:00:00,language,health-human-services,115009,en-ca
2019-10-13 00:00:00,language,health-human-services,109591,es-xl
2019-10-13 00:00:00,language,health-human-services,77192,es-mx
2019-10-13 00:00:00,language,health-human-services,65384,pt-br
2019-10-13 00:00:00,language,health-human-services,65379,en
2019-10-13 00:00:00,language,health-human-services,62573,fr-fr
2019-10-13 00:00:00,language,health-human-services,59363,it-it
2019-10-13 00:00:00,language,health-human-services,56279,zh-tw
2019-10-13 00:00:00,language,health-human-services,56084,ko-kr
2019-10-13 00:00:00,language,health-human-services,52334,en-in
2019-10-13 00:00:00,language,health-human-services,46110,tr-tr
2019-10-13 00:00:00,language,health-human-services,44263,de-de
2019-10-13 00:00:00,language,health-human-services,37949,ru-ru
2019-10-13 00:00:00,language,health-human-services,37789,ja-jp
2019-10-13 00:00:00,language,health-human-services,32118,nl-nl
2019-10-13 00:00:00,language,health-human-services,30077,ar
2019-10-13 00:00:00,language,health-human-services,24962,es-ar
2019-10-13 00:00:00,language,health-human-services,23970,ja
2019-10-13 00:00:00,language,health-human-services,18006,pt-pt
2019-10-13 00:00:00,language,health-human-services,17652,en-ph
2019-10-13 00:00:00,language,health-human-services,17153,fr
2019-10-13 00:00:00,language,health-human-services,17105,sv-se
2019-10-13 00:00:00,language,health-human-services,16594,id-id
2019-10-13 00:00:00,language,health-human-services,15718,de
2019-10-13 00:00:00,language,health-human-services,14973,pl-pl
2019-10-13 00:00:00,language,health-human-services,14117,es-co
2019-10-13 00:00:00,language,health-human-services,14080,el-gr
2019-10-13 00:00:00,language,health-human-services,14069,en-sg
2019-10-13 00:00:00,language,health-human-services,13913,en-ie
2019-10-13 00:00:00,language,health-human-services,13589,vi-vn
2019-10-13 00:00:00,language,health-human-services,12591,es-pe
2019-10-13 00:00:00,language,health-human-services,12301,es-cl
2019-10-13 00:00:00,language,health-human-services,12179,en-za
2019-10-13 00:00:00,language,health-human-services,11426,th-th
2019-10-13 00:00:00,language,health-human-services,10426,nb-no
2019-10-13 00:00:00,language,health-human-services,9091,da-dk
2019-10-13 00:00:00,language,health-human-services,8277,en-nz
2019-10-13 00:00:00,language,health-human-services,8265,ru
2019-10-13 00:00:00,language,health-human-services,7630,id
2019-10-13 00:00:00,language,health-human-services,7265,fi-fi
2019-10-13 00:00:00,language,health-human-services,6783,ca-es
2019-10-13 00:00:00,language,health-human-services,6001,he-il
2019-10-13 00:00:00,language,health-human-services,5822,ro-ro
2019-10-13 00:00:00,language,health-human-services,5692,hu-hu
2019-10-13 00:00:00,language,health-human-services,5545,ar-eg
2019-10-13 00:00:00,language,health-human-services,5372,tr
2019-10-13 00:00:00,language,health-human-services,5174,cs-cz
2019-10-13 00:00:00,language,health-human-services,5155,ar-ae
2019-10-13 00:00:00,language,health-human-services,4913,fr-ca
2019-10-13 00:00:00,language,health-human-services,4869,nl-be
2019-10-13 00:00:00,language,health-human-services,4571,it
2019-10-13 00:00:00,language,health-human-services,4266,pl
2019-10-13 00:00:00,language,health-human-services,4115,de-at
2019-10-13 00:00:00,language,health-human-services,4113,de-ch
2019-10-13 00:00:00,language,health-human-services,3592,nl
2019-10-13 00:00:00,language,health-human-services,3543,fa-ir
2019-10-13 00:00:00,language,health-human-services,3493,hr-hr
2019-10-13 00:00:00,language,health-human-services,3398,sk-sk
2019-10-13 00:00:00,language,health-human-services,2707,es-cr
2019-10-13 00:00:00,language,health-human-services,2688,zh-hk
2019-10-13 00:00:00,language,health-human-services,2640,es-ec
2019-10-13 00:00:00,language,health-human-services,2565,ca
2019-10-13 00:00:00,language,health-human-services,2419,es-gt
2019-10-13 00:00:00,language,health-human-services,2410,fa
2019-10-13 00:00:00,language,health-human-services,2402,vi
2019-10-13 00:00:00,language,health-human-services,2166,fr-be
2019-10-13 00:00:00,language,health-human-services,2121,sl-si
2019-10-13 00:00:00,language,health-human-services,2065,zh
2019-10-13 00:00:00,language,health-human-services,2032,es-bo
2019-10-13 00:00:00,language,health-human-services,2030,ar-sa
2019-10-13 00:00:00,language,health-human-services,2028,ko
2019-10-13 00:00:00,language,health-human-services,1980,en-my
2019-10-13 00:00:00,language,health-human-services,1836,fr-ch
2019-10-13 00:00:00,language,health-human-services,1832,bg-bg
2019-10-13 00:00:00,language,health-human-services,1830,c
2019-10-13 00:00:00,language,health-human-services,1760,en-pk
2019-10-13 00:00:00,language,health-human-services,1748,uk-ua
2019-10-13 00:00:00,language,health-human-services,1737,lt
2019-10-13 00:00:00,language,health-human-services,1676,es-pa
2019-10-13 00:00:00,language,health-human-services,1613,el
2019-10-13 00:00:00,language,health-human-services,1583,es-sv
2019-10-13 00:00:00,language,health-human-services,1570,th
2019-10-13 00:00:00,language,health-human-services,1565,hi-in
2019-10-13 00:00:00,language,health-human-services,1538,es-ve
2019-10-13 00:00:00,language,health-human-services,1425,ro
2019-10-13 00:00:00,language,health-human-services,1282,sr-rs
2019-10-13 00:00:00,language,health-human-services,1156,es-do
2019-10-13 00:00:00,language,health-human-services,1118,cs
2019-10-13 00:00:00,language,health-human-services,1111,hi
2019-10-13 00:00:00,language,health-human-services,1098,sv
2019-10-13 00:00:00,language,health-human-services,1016,es-hn
2019-10-13 00:00:00,language,health-human-services,1015,fil
2019-10-13 00:00:00,language,health-human-services,957,es-uy
2019-10-13 00:00:00,language,health-human-services,925,lt-lt
2019-10-13 00:00:00,language,health-human-services,918,lv-lv
2019-10-13 00:00:00,language,health-human-services,904,et-ee
2019-10-13 00:00:00,language,health-human-services,866,zh-hans-cn
2019-10-13 00:00:00,language,health-human-services,839,he
2019-10-13 00:00:00,language,health-human-services,755,da
2019-10-13 00:00:00,language,health-human-services,741,es-py
2019-10-13 00:00:00,language,health-human-services,680,hr
2019-10-13 00:00:00,language,health-human-services,664,sk
2019-10-13 00:00:00,language,health-human-services,659,ar-jo
2019-10-13 00:00:00,language,health-human-services,642,bg
2019-10-13 00:00:00,language,health-human-services,633,hu
2019-10-13 00:00:00,language,health-human-services,628,sl
2019-10-13 00:00:00,language,health-human-services,624,es-ni
2019-10-13 00:00:00,language,health-human-services,619,en-hk
2019-10-13 00:00:00,language,health-human-services,604,es-pr
2019-10-13 00:00:00,language,health-human-services,603,fi
2019-10-13 00:00:00,language,health-human-services,539,sr
2019-10-13 00:00:00,language,health-human-services,516,en-id
2019-10-13 00:00:00,language,health-human-services,508,ar-iq
2019-10-13 00:00:00,language,health-human-services,503,pt
2019-10-13 00:00:00,language,health-human-services,493,en-de
2019-10-13 00:00:00,language,health-human-services,470,ms-my
2019-10-13 00:00:00,language,health-human-services,449,es-la
2019-10-13 00:00:00,language,health-human-services,440,nb
2019-10-13 00:00:00,language,health-human-services,408,it-ch
2019-10-13 00:00:00,language,health-human-services,346,en-ng
2019-10-13 00:00:00,language,health-human-services,313,uk
2019-10-13 00:00:00,language,health-human-services,309,en-nl
2019-10-13 00:00:00,language,health-human-services,306,ar-sd
2019-10-13 00:00:00,language,health-human-services,304,en-jm
2019-10-13 00:00:00,language,health-human-services,271,en-tt
2019-10-13 00:00:00,language,health-human-services,263,is-is
2019-10-13 00:00:00,language,health-human-services,258,en-ke
2019-10-13 00:00:00,language,health-human-services,254,fr-dz
2019-10-13 00:00:00,language,health-human-services,249,ru-ua
2019-10-13 00:00:00,language,health-human-services,247,ar-ye
2019-10-13 00:00:00,language,health-human-services,243,en-zg
2019-10-13 00:00:00,language,health-human-services,222,en-ae
2019-10-13 00:00:00,language,health-human-services,214,ar-om
2019-10-13 00:00:00,language,health-human-services,212,ar-sy
2019-10-13 00:00:00,language,health-human-services,201,en-se
2019-10-13 00:00:00,language,health-human-services,199,en-zw
2019-10-13 00:00:00,language,health-human-services,194,mr-in
2019-10-13 00:00:00,language,health-human-services,186,en-be
2019-10-13 00:00:00,language,health-human-services,175,en-pr
2019-10-13 00:00:00,language,health-human-services,174,ar-ly
2019-10-13 00:00:00,language,health-human-services,171,en-eg
2019-10-13 00:00:00,language,health-human-services,171,fr-ma
2019-10-13 00:00:00,language,health-human-services,166,ar-dz
2019-10-13 00:00:00,language,health-human-services,164,en-sd
2019-10-13 00:00:00,language,health-human-services,154,ta-in
2019-10-13 00:00:00,language,health-human-services,153,lv
2019-10-13 00:00:00,language,health-human-services,149,(not set)
2019-10-13 00:00:00,language,health-human-services,149,az-az
2019-10-13 00:00:00,language,health-human-services,149,en-zm
2019-10-13 00:00:00,language,health-human-services,149,ta
2019-10-13 00:00:00,language,health-human-services,148,bn
2019-10-13 00:00:00,language,health-human-services,147,en-sa
2019-10-13 00:00:00,language,health-human-services,146,es-cu
2019-10-13 00:00:00,language,health-human-services,140,en-gh
2019-10-13 00:00:00,language,health-human-services,139,ms
2019-10-13 00:00:00,language,health-human-services,137,et
2019-10-13 00:00:00,language,health-human-services,134,fil-ph
2019-10-13 00:00:00,language,health-human-services,132,en-il
2019-10-13 00:00:00,language,health-human-services,130,el-cy
2019-10-13 00:00:00,language,health-human-services,128,gu-in
2019-10-13 00:00:00,language,health-human-services,127,ar-il
2019-10-13 00:00:00,language,health-human-services,125,bn-bd
2019-10-13 00:00:00,language,health-human-services,121,ar-kw
2019-10-13 00:00:00,language,health-human-services,119,en-fi
2019-10-13 00:00:00,language,health-human-services,118,mk-mk
2019-10-13 00:00:00,language,health-human-services,118,ru-kz
2019-10-13 00:00:00,language,health-human-services,117,en-bw
2019-10-13 00:00:00,language,health-human-services,115,en-mx
2019-10-13 00:00:00,language,health-human-services,115,ru-by
2019-10-13 00:00:00,language,health-human-services,112,en-as
2019-10-13 00:00:00,language,health-human-services,110,bn-in
2019-10-13 00:00:00,language,health-human-services,110,en-cn
2019-10-13 00:00:00,language,health-human-services,110,ka-ge
2019-10-13 00:00:00,language,health-human-services,109,fr-tn
2019-10-13 00:00:00,language,health-human-services,104,ar-ma
2019-10-13 00:00:00,language,health-human-services,103,bs-ba
2019-10-13 00:00:00,language,health-human-services,101,en-dk
2019-10-12 00:00:00,language,health-human-services,4406593,en-us
2019-10-12 00:00:00,language,health-human-services,721566,en-gb
2019-10-12 00:00:00,language,health-human-services,491035,es-es
2019-10-12 00:00:00,language,health-human-services,391649,es-419
2019-10-12 00:00:00,language,health-human-services,272166,zh-cn
2019-10-12 00:00:00,language,health-human-services,232851,es-us
2019-10-12 00:00:00,language,health-human-services,116012,en-ca
2019-10-12 00:00:00,language,health-human-services,113314,es
2019-10-12 00:00:00,language,health-human-services,99974,es-xl
2019-10-12 00:00:00,language,health-human-services,97690,en-au
2019-10-12 00:00:00,language,health-human-services,68581,es-mx
2019-10-12 00:00:00,language,health-human-services,55379,fr-fr
2019-10-12 00:00:00,language,health-human-services,55104,en
2019-10-12 00:00:00,language,health-human-services,54124,it-it
2019-10-12 00:00:00,language,health-human-services,52869,pt-br
2019-10-12 00:00:00,language,health-human-services,51463,en-in
2019-10-12 00:00:00,language,health-human-services,40340,tr-tr
2019-10-12 00:00:00,language,health-human-services,38724,de-de
2019-10-12 00:00:00,language,health-human-services,37763,ja-jp
2019-10-12 00:00:00,language,health-human-services,37341,zh-tw
2019-10-12 00:00:00,language,health-human-services,32017,ru-ru
2019-10-12 00:00:00,language,health-human-services,31383,ko-kr
2019-10-12 00:00:00,language,health-human-services,29250,ar
2019-10-12 00:00:00,language,health-human-services,25861,nl-nl
2019-10-12 00:00:00,language,health-human-services,24418,es-ar
2019-10-12 00:00:00,language,health-human-services,23097,ja
2019-10-12 00:00:00,language,health-human-services,15704,pt-pt
2019-10-12 00:00:00,language,health-human-services,15335,fr
2019-10-12 00:00:00,language,health-human-services,14020,es-co
2019-10-12 00:00:00,language,health-human-services,13857,sv-se
2019-10-12 00:00:00,language,health-human-services,13557,en-ph
2019-10-12 00:00:00,language,health-human-services,13384,pl-pl
2019-10-12 00:00:00,language,health-human-services,13044,de
2019-10-12 00:00:00,language,health-human-services,12306,el-gr
2019-10-12 00:00:00,language,health-human-services,12297,id-id
2019-10-12 00:00:00,language,health-human-services,11847,es-pe
2019-10-12 00:00:00,language,health-human-services,11845,en-ie
2019-10-12 00:00:00,language,health-human-services,11533,en-sg
2019-10-12 00:00:00,language,health-human-services,11495,vi-vn
2019-10-12 00:00:00,language,health-human-services,10505,es-cl
2019-10-12 00:00:00,language,health-human-services,9869,en-za
2019-10-12 00:00:00,language,health-human-services,9767,th-th
2019-10-12 00:00:00,language,health-human-services,8204,nb-no
2019-10-12 00:00:00,language,health-human-services,7421,ru
2019-10-12 00:00:00,language,health-human-services,7390,da-dk
2019-10-12 00:00:00,language,health-human-services,6272,he-il
2019-10-12 00:00:00,language,health-human-services,6081,fi-fi
2019-10-12 00:00:00,language,health-human-services,5961,ca-es
2019-10-12 00:00:00,language,health-human-services,5786,id
2019-10-12 00:00:00,language,health-human-services,5553,hu-hu
2019-10-12 00:00:00,language,health-human-services,5300,ro-ro
2019-10-12 00:00:00,language,health-human-services,5256,tr
2019-10-12 00:00:00,language,health-human-services,5201,ar-eg
2019-10-12 00:00:00,language,health-human-services,5146,ar-ae
2019-10-12 00:00:00,language,health-human-services,5003,fr-ca
2019-10-12 00:00:00,language,health-human-services,4812,en-nz
2019-10-12 00:00:00,language,health-human-services,4610,it
2019-10-12 00:00:00,language,health-human-services,4156,cs-cz
2019-10-12 00:00:00,language,health-human-services,4094,nl-be
2019-10-12 00:00:00,language,health-human-services,3918,pl
2019-10-12 00:00:00,language,health-human-services,3645,fa-ir
2019-10-12 00:00:00,language,health-human-services,3535,de-at
2019-10-12 00:00:00,language,health-human-services,3385,de-ch
2019-10-12 00:00:00,language,health-human-services,3253,hr-hr
2019-10-12 00:00:00,language,health-human-services,3097,nl
2019-10-12 00:00:00,language,health-human-services,2911,sk-sk
2019-10-12 00:00:00,language,health-human-services,2629,es-cr
2019-10-12 00:00:00,language,health-human-services,2401,ca
2019-10-12 00:00:00,language,health-human-services,2399,es-ec
2019-10-12 00:00:00,language,health-human-services,2324,es-gt
2019-10-12 00:00:00,language,health-human-services,2277,fa
2019-10-12 00:00:00,language,health-human-services,2053,vi
2019-10-12 00:00:00,language,health-human-services,2037,ko
2019-10-12 00:00:00,language,health-human-services,2019,ar-sa
2019-10-12 00:00:00,language,health-human-services,1911,zh-hk
2019-10-12 00:00:00,language,health-human-services,1873,fr-be
2019-10-12 00:00:00,language,health-human-services,1759,c
2019-10-12 00:00:00,language,health-human-services,1733,sl-si
2019-10-12 00:00:00,language,health-human-services,1722,es-bo
